"id"	"num"	"neg.score"	"neg.p.value"	"neg.fdr"	"neg.rank"	"neg.goodsgrna"	"neg.lfc"	"pos.score"	"pos.p.value"	"pos.fdr"	"pos.rank"	"pos.goodsgrna"	"pos.lfc"
"2243"	"ABCA1"	4	0.064993	0.12123	0.96527	2243	2	-0.15536	0.89691	0.89657	1	15651	0	-0.15536
"2244"	"BPIFB1"	4	0.065008	0.12125	0.96527	2244	2	-0.21941	0.56818	0.57071	1	9398	1	-0.21941
"2245"	"PRSS22"	4	0.065113	0.1214	0.966027	2245	2	-0.12696	0.81859	0.81813	1	14076	0	-0.12696
"2246"	"WBP2NL"	4	0.065208	0.12154	0.966427	2246	1	-0.097911	0.71709	0.71639	1	12111	0	-0.097911
"2247"	"ENTPD4"	1	0.065249	0.06528	0.863472	2247	1	-0.33775	0.93475	0.93513	1	16441	0	-0.33775
"2248"	"IRF8"	3	0.065293	0.11382	0.956671	2248	2	-0.17483	0.72024	0.72033	1	12169	0	-0.17483
"2249"	"BACH1"	4	0.065316	0.12169	0.966427	2249	1	-0.09919	0.48414	0.50112	1	8067	1	-0.09919
"2250"	"SMPD1"	4	0.065384	0.12179	0.966427	2250	2	-0.21291	0.31279	0.3812	1	5880	1	-0.21291
"2251"	"CXorf65"	4	0.065414	0.12184	0.966427	2251	2	-0.1145	0.76306	0.7626	1	12996	0	-0.1145
"2252"	"CCDC63"	4	0.065423	0.12185	0.966427	2252	1	-0.0055227	0.74629	0.74577	1	12697	0	-0.0055227
"2253"	"PODN"	4	0.065429	0.12186	0.966427	2253	2	-0.14092	0.88699	0.88656	1	15439	0	-0.14092
"2254"	"VSIG4"	4	0.065459	0.12189	0.966427	2254	2	-0.19028	0.98726	0.98734	1	17661	0	-0.19028
"2255"	"GRK4"	4	0.065477	0.12191	0.966427	2255	2	-0.14297	0.98056	0.98064	1	17500	0	-0.14297
"2256"	"C1orf105"	4	0.06549	0.12193	0.966427	2256	2	-0.18747	0.90337	0.90304	1	15791	0	-0.18747
"2257"	"SRRM1"	4	0.06555	0.12201	0.966637	2257	2	-0.2175	0.92971	0.92944	1	16330	0	-0.2175
"2258"	"TMEM249"	4	0.065685	0.12221	0.967322	2258	2	0.17488	0.0073725	0.020856	0.46147	810	2	0.17488
"2259"	"RAB4B"	4	0.065701	0.12223	0.967322	2259	2	-0.17919	0.56249	0.56571	1	9306	1	-0.17919
"2260"	"CALB1"	4	0.065745	0.12229	0.967322	2260	1	0.021288	0.74552	0.74499	1	12681	0	0.021288
"2261"	"ZNF345"	4	0.065836	0.12241	0.967322	2261	2	-0.06674	0.75214	0.75174	1	12799	0	-0.06674
"2262"	"SHBG"	4	0.065851	0.12242	0.967322	2262	2	-0.13624	0.44132	0.46874	1	7473	1	-0.13624
"2263"	"VEGFA"	4	0.065853	0.12242	0.967322	2263	1	-0.027359	0.90707	0.90679	1	15874	0	-0.027359
"2264"	"ZMIZ1"	4	0.065942	0.12256	0.967452	2264	2	-0.13618	0.93186	0.93155	1	16380	0	-0.13618
"2265"	"RARRES2"	4	0.066014	0.12266	0.967452	2265	1	-0.12582	0.71186	0.7111	1	12012	0	-0.12582
"2266"	"RNF213"	4	0.066018	0.12267	0.967452	2266	2	-0.13156	0.46602	0.48716	1	7815	1	-0.13156
"2267"	"ANKZF1"	4	0.066067	0.12274	0.967452	2267	1	-0.010237	0.56833	0.57085	1	9400	1	-0.010237
"2268"	"KCND2"	4	0.066078	0.12276	0.967452	2268	2	-0.127	0.30954	0.37914	1	5852	1	-0.127
"2269"	"XG"	4	0.066116	0.12282	0.967452	2269	2	-0.27715	0.87681	0.87631	1	15234	0	-0.27715
"2270"	"CXCL6"	4	0.066116	0.12282	0.967452	2270	2	-0.2484	0.85374	0.8532	1	14774	0	-0.2484
"2271"	"NMT2"	4	0.066169	0.1229	0.967452	2271	2	-0.18465	0.8403	0.83961	1	14490	0	-0.18465
"2272"	"FAM204A"	4	0.066228	0.12297	0.967452	2272	1	0.047184	0.6277	0.62715	1	10438	1	0.047184
"2273"	"DYNC2LI1"	4	0.066229	0.12297	0.967452	2273	2	-0.14778	0.10313	0.1775	1	2784	1	-0.14778
"2274"	"DNAAF2"	4	0.066305	0.12309	0.967588	2274	2	-0.12303	0.40494	0.44255	1	7014	1	-0.12303
"2275"	"MRPL39"	4	0.066336	0.12312	0.967588	2275	1	-0.034777	0.62684	0.62625	1	10418	1	-0.034777
"2276"	"UBE2Z"	4	0.066443	0.12327	0.967588	2276	1	0.097665	0.12616	0.20826	1	3192	2	0.097665
"2277"	"KIF5A"	4	0.066472	0.12331	0.967588	2277	2	-0.15017	0.63137	0.63077	1	10506	0	-0.15017
"2278"	"USP51"	4	0.066517	0.12337	0.967647	2278	2	-0.11916	0.45381	0.47795	1	7643	1	-0.11916
"2279"	"MRPS16"	1	0.066548	0.066613	0.865565	2279	1	-0.26094	0.93345	0.93383	1	16415	0	-0.26094
"2280"	"HIPK3"	4	0.06655	0.12343	0.967647	2280	1	-0.11744	0.79128	0.79085	1	13522	0	-0.11744
"2281"	"ZNF354B"	4	0.066623	0.12353	0.968056	2281	2	-0.458	0.45212	0.4767	1	7624	1	-0.458
"2282"	"R3HDML"	4	0.066711	0.12366	0.968498	2282	1	-0.13205	0.95877	0.95868	1	17002	0	-0.13205
"2283"	"ZNF385B"	4	0.066765	0.12375	0.968498	2283	1	0.029032	0.5569	0.56074	1	9206	1	0.029032
"2284"	"AKR7A2"	4	0.06679	0.12379	0.968498	2284	2	-0.052193	0.56258	0.56579	1	9309	1	-0.052193
"2285"	"GLUD1"	4	0.06682	0.12383	0.968498	2285	2	-0.19305	0.40356	0.44161	1	6995	1	-0.19305
"2286"	"VILL"	4	0.066896	0.12394	0.968498	2286	2	-0.12141	0.15527	0.24694	1	3774	1	-0.12141
"2287"	"APBB1"	4	0.066912	0.12397	0.968498	2287	2	-0.18274	0.81073	0.81025	1	13918	0	-0.18274
"2288"	"TCFL5"	4	0.066926	0.124	0.968498	2288	1	0.070316	0.63001	0.62946	1	10477	0	0.070316
"2289"	"PIANP"	4	0.066942	0.12402	0.968498	2289	2	-0.15019	0.21448	0.32253	1	4953	1	-0.15019
"2290"	"SCRG1"	3	0.067031	0.1165	0.96192	2290	2	-0.25307	0.84585	0.84584	1	14611	0	-0.25307
"2291"	"ZNF449"	4	0.067033	0.12413	0.968498	2291	2	-0.17042	0.41498	0.44962	1	7136	1	-0.17042
"2292"	"TLE1"	4	0.067087	0.1242	0.968498	2292	1	-0.063172	0.41717	0.45117	1	7166	1	-0.063172
"2293"	"ACTR5"	4	0.067109	0.12424	0.968498	2293	2	-0.17754	0.83542	0.83484	1	14413	0	-0.17754
"2294"	"MICA"	4	0.06717	0.12433	0.968498	2294	2	-0.11871	0.86957	0.86911	1	15090	0	-0.11871
"2295"	"TNFAIP6"	4	0.067194	0.12437	0.968498	2295	2	-0.16582	0.33947	0.39814	1	6210	1	-0.16582
"2296"	"TCOF1"	4	0.067248	0.12445	0.968498	2296	2	-0.16724	0.50686	0.51898	1	8403	1	-0.16724
"2297"	"CAPN3"	4	0.067261	0.12446	0.968498	2297	2	-0.12797	0.83004	0.82937	1	14301	0	-0.12797
"2298"	"MMP16"	4	0.067301	0.12452	0.968498	2298	1	-0.15265	0.97817	0.97826	1	17432	0	-0.15265
"2299"	"ZNF626"	4	0.067353	0.12459	0.968498	2299	2	-0.19482	0.17818	0.27706	1	4229	1	-0.19482
"2300"	"EHD4"	4	0.067409	0.12468	0.968498	2300	1	-0.016677	0.52857	0.53672	1	8753	1	-0.016677
"2301"	"ZNF84"	4	0.067569	0.1249	0.968498	2301	1	0.11734	0.68469	0.68403	1	11497	0	0.11734
"2302"	"FGB"	4	0.067612	0.12495	0.968498	2302	2	-0.21318	0.96606	0.96595	1	17157	0	-0.21318
"2303"	"SKIV2L2"	4	0.067623	0.12497	0.968498	2303	2	0.0024697	0.098116	0.17077	1	2687	2	0.0024697
"2304"	"DDX49"	4	0.067673	0.12504	0.968498	2304	2	-0.1406	0.84856	0.84798	1	14666	0	-0.1406
"2305"	"C21orf54"	4	0.067677	0.12504	0.968498	2305	1	-0.0017006	0.81009	0.80965	1	13906	0	-0.0017006
"2306"	"ZSWIM4"	4	0.067719	0.1251	0.968498	2306	2	-0.12648	0.71133	0.71056	1	12003	0	-0.12648
"2307"	"PRAC1"	4	0.067749	0.12515	0.968498	2307	2	-0.082284	0.71847	0.7178	1	12135	0	-0.082284
"2308"	"SLC2A14"	4	0.06778	0.12519	0.968498	2308	2	-0.11023	0.85069	0.85009	1	14711	0	-0.11023
"2309"	"MICU1"	4	0.06781	0.12523	0.968498	2309	2	-0.20385	0.86041	0.85995	1	14902	0	-0.20385
"2310"	"TMEM130"	3	0.067876	0.11781	0.963038	2310	1	-0.63121	0.67004	0.66997	1	11225	0	-0.63121
"2311"	"ZNF792"	4	0.067891	0.12534	0.968498	2311	2	-0.012204	0.18548	0.28677	1	4390	2	-0.012204
"2312"	"WDR45"	4	0.067902	0.12535	0.968498	2312	2	-0.18622	0.08767	0.15677	1	2504	1	-0.18622
"2313"	"RAB9B"	4	0.067933	0.1254	0.968498	2313	2	-0.088372	0.58543	0.58649	1	9673	1	-0.088372
"2314"	"ZNF396"	4	0.067945	0.12541	0.968498	2314	1	-0.092694	0.72734	0.72682	1	12302	0	-0.092694
"2315"	"OR10AD1"	4	0.067998	0.12547	0.968498	2315	1	0.039372	0.84329	0.84267	1	14558	0	0.039372
"2316"	"ERAL1"	4	0.068009	0.12549	0.968498	2316	2	-0.054632	0.18106	0.2809	1	4289	2	-0.054632
"2317"	"OR8D1"	4	0.06804	0.12553	0.968498	2317	2	-0.15585	0.77936	0.77886	1	13314	0	-0.15585
"2318"	"SETD8"	4	0.068052	0.12555	0.968498	2318	2	-0.10779	0.7815	0.78101	1	13351	0	-0.10779
"2319"	"LRRC3C"	4	0.06807	0.12557	0.968498	2319	2	-0.25595	0.83196	0.83133	1	14348	0	-0.25595
"2320"	"LAMP1"	4	0.068086	0.1256	0.968498	2320	2	-0.022079	0.14553	0.23406	1	3576	2	-0.022079
"2321"	"MBD5"	4	0.068105	0.12563	0.968498	2321	1	0.018843	0.42609	0.45759	1	7278	1	0.018843
"2322"	"C10orf32"	4	0.068269	0.12587	0.96954	2322	2	-0.12873	0.87152	0.87111	1	15124	0	-0.12873
"2323"	"C7orf55"	4	0.06832	0.12594	0.96954	2323	1	-0.028475	0.56812	0.57065	1	9396	1	-0.028475
"2324"	"APP"	4	0.068346	0.12598	0.96954	2324	2	-0.1674	0.84762	0.84703	1	14647	0	-0.1674
"2325"	"RND2"	4	0.068377	0.12601	0.96954	2325	2	-0.17249	0.94723	0.94715	1	16731	0	-0.17249
"2326"	"DYX1C1"	4	0.068438	0.12609	0.96954	2326	2	-0.1016	0.82331	0.82278	1	14161	0	-0.1016
"2327"	"C11orf96"	4	0.068534	0.12621	0.97008	2327	1	-0.053126	0.40414	0.44199	1	7004	1	-0.053126
"2328"	"CSTL1"	4	0.068641	0.12638	0.970724	2328	1	-0.16949	0.73389	0.73339	1	12442	0	-0.16949
"2329"	"GRAP2"	4	0.068653	0.1264	0.970724	2329	2	-0.22285	0.50991	0.52139	1	8454	1	-0.22285
"2330"	"MYADML2"	4	0.068714	0.12649	0.970973	2330	2	0.012954	0.13801	0.22406	1	3417	2	0.012954
"2331"	"APOO"	4	0.068806	0.12662	0.971391	2331	2	-0.13867	0.17804	0.27687	1	4227	1	-0.13867
"2332"	"PRSS23"	4	0.068883	0.12674	0.971391	2332	2	-0.057982	0.71359	0.71285	1	12038	0	-0.057982
"2333"	"EHHADH"	4	0.068962	0.12685	0.971391	2333	1	-0.079224	0.65837	0.65769	1	11009	0	-0.079224
"2334"	"USP13"	4	0.068975	0.12687	0.971391	2334	2	-0.21415	0.97128	0.97124	1	17269	0	-0.21415
"2335"	"GDF1"	4	0.069016	0.12692	0.971391	2335	1	0.12192	0.15867	0.25138	1	3842	2	0.12192
"2336"	"HSD17B14"	4	0.069037	0.12696	0.971391	2336	2	-0.25981	0.99711	0.99713	1	17885	0	-0.25981
"2337"	"CACNB4"	4	0.069068	0.127	0.971391	2337	2	-0.18933	0.80312	0.80268	1	13752	0	-0.18933
"2338"	"BTG4"	4	0.06907	0.127	0.971391	2338	1	-0.11426	0.96876	0.96866	1	17215	0	-0.11426
"2339"	"OR4B1"	4	0.069177	0.12714	0.971391	2339	1	-0.09397	0.16632	0.26144	1	3983	1	-0.09397
"2340"	"TLR4"	4	0.06936	0.12739	0.971391	2340	2	-0.18822	0.93793	0.93779	1	16515	0	-0.18822
"2341"	"FUT1"	4	0.069391	0.12744	0.971391	2341	1	0.21335	0.18463	0.28565	1	4373	2	0.21335
"2342"	"UQCR10"	4	0.069407	0.12746	0.971391	2342	2	-0.15012	0.97306	0.97302	1	17310	0	-0.15012
"2343"	"NEUROD4"	4	0.069444	0.12751	0.971391	2343	1	0.047133	0.79143	0.79101	1	13527	0	0.047133
"2344"	"MZB1"	4	0.069545	0.12766	0.971391	2344	2	-0.2236	0.97919	0.97928	1	17461	0	-0.2236
"2345"	"CEACAM7"	4	0.069551	0.12766	0.971391	2345	1	0.052942	0.029527	0.072503	0.869111	1490	1	0.052942
"2346"	"FAM46B"	4	0.069561	0.12768	0.971391	2346	2	-0.20973	0.71033	0.70957	1	11982	0	-0.20973
"2347"	"AMZ2"	4	0.069654	0.1278	0.971391	2347	2	-0.2539	0.99397	0.99408	1	17797	0	-0.2539
"2348"	"PSPC1"	4	0.069658	0.12781	0.971391	2348	1	0.041645	0.59821	0.5984	1	9898	1	0.041645
"2349"	"NUDCD1"	4	0.0697	0.12787	0.971391	2349	2	0.07508	0.0097925	0.026783	0.537288	895	2	0.07508
"2350"	"SYNJ2"	4	0.069762	0.12796	0.971391	2350	2	-0.1803	0.79759	0.7972	1	13644	0	-0.1803
"2351"	"DNAJA2"	4	0.069765	0.12796	0.971391	2351	1	0.24131	0.026632	0.066026	0.83746	1408	2	0.24131
"2352"	"ME1"	4	0.069793	0.128	0.971391	2352	2	-0.046328	0.12606	0.20813	1	3190	2	-0.046328
"2353"	"SCXA"	4	0.069819	0.12805	0.971391	2353	2	-0.05015	0.59045	0.59108	1	9765	1	-0.05015
"2354"	"KRTAP21-1"	4	0.069823	0.12805	0.971391	2354	2	-0.19952	0.9784	0.97848	1	17439	0	-0.19952
"2355"	"LAMTOR1"	4	0.069839	0.12808	0.971391	2355	2	-0.17931	0.69942	0.69867	1	11785	0	-0.17931
"2356"	"LY86"	4	0.069854	0.1281	0.971391	2356	2	-0.21324	0.81894	0.81847	1	14084	0	-0.21324
"2357"	"NUDCD3"	4	0.069872	0.12813	0.971391	2357	1	-0.03085	0.19243	0.29591	1	4544	1	-0.03085
"2358"	"NKX6-1"	4	0.069885	0.12814	0.971391	2358	2	-0.12517	0.71701	0.7163	1	12109	0	-0.12517
"2359"	"GLTSCR1"	4	0.069947	0.12823	0.971391	2359	2	-0.14894	0.82143	0.82092	1	14127	0	-0.14894
"2360"	"OSBP"	4	0.069979	0.12829	0.971391	2360	1	-0.0044281	0.33157	0.39306	1	6104	1	-0.0044281
"2361"	"C19orf18"	3	0.070025	0.12109	0.965224	2361	2	-0.34212	0.86002	0.85994	1	14893	0	-0.34212
"2362"	"FARP1"	4	0.070086	0.12844	0.971391	2362	1	-0.084727	0.61136	0.61091	1	10143	1	-0.084727
"2363"	"TEX37"	4	0.070148	0.12852	0.971391	2363	2	-0.12215	0.85801	0.85758	1	14855	0	-0.12215
"2364"	"CYB5D1"	4	0.070195	0.12859	0.971391	2364	2	-0.21769	0.73326	0.73279	1	12426	0	-0.21769
"2365"	"EGR2"	4	0.070226	0.12864	0.971391	2365	2	-0.085864	0.55253	0.55695	1	9137	1	-0.085864
"2366"	"CMC1"	4	0.070288	0.1287	0.971391	2366	2	-0.18024	0.68571	0.68507	1	11520	0	-0.18024
"2367"	"FBXW2"	4	0.0703	0.12873	0.971391	2367	1	-0.061871	0.94758	0.94749	1	16738	0	-0.061871
"2368"	"EPB41L3"	4	0.070407	0.12888	0.971391	2368	1	-0.061555	0.58511	0.58618	1	9666	1	-0.061555
"2369"	"MCF2L2"	4	0.070458	0.12895	0.971391	2369	2	-0.20499	0.9623	0.96219	1	17086	0	-0.20499
"2370"	"SMAGP"	4	0.070461	0.12895	0.971391	2370	1	-0.061164	0.87848	0.87799	1	15269	0	-0.061164
"2371"	"KIAA1456"	4	0.070474	0.12897	0.971391	2371	2	-0.15996	0.96379	0.9637	1	17111	0	-0.15996
"2372"	"SYNPR"	4	0.070489	0.129	0.971391	2372	2	-0.043647	0.68682	0.68616	1	11538	0	-0.043647
"2373"	"SCGB2B2"	4	0.070514	0.12904	0.971391	2373	2	-0.05408	0.73995	0.73939	1	12560	0	-0.05408
"2374"	"ZSCAN12"	4	0.07052	0.12904	0.971391	2374	2	-0.1543	0.70622	0.70546	1	11905	0	-0.1543
"2375"	"C16orf45"	4	0.070598	0.12917	0.971391	2375	2	-0.21338	0.28732	0.36532	1	5632	1	-0.21338
"2376"	"KANK4"	4	0.070614	0.12919	0.971391	2376	2	-0.08326	0.20493	0.31227	1	4809	2	-0.08326
"2377"	"BRWD3"	4	0.070675	0.12927	0.971391	2377	1	-0.029021	0.36098	0.41237	1	6462	1	-0.029021
"2378"	"EML6"	4	0.070691	0.1293	0.971391	2378	2	-0.17997	0.93172	0.93141	1	16374	0	-0.17997
"2379"	"REV3L"	4	0.070728	0.12934	0.971391	2379	1	-0.074954	0.88446	0.88399	1	15396	0	-0.074954
"2380"	"SKP2"	4	0.070782	0.12941	0.971391	2380	2	0.022877	0.061313	0.12096	1	2065	2	0.022877
"2381"	"GPR82"	4	0.070835	0.12948	0.971391	2381	2	-0.062312	0.89415	0.89378	1	15599	0	-0.062312
"2382"	"TMEM31"	4	0.070955	0.12965	0.971391	2382	2	-0.1105	0.59695	0.59722	1	9879	1	-0.1105
"2383"	"SLC16A4"	4	0.070996	0.1297	0.971391	2383	2	-0.096815	0.6023	0.6023	1	9971	1	-0.096815
"2384"	"FAM26D"	4	0.071002	0.12972	0.971391	2384	2	-0.19243	0.6004	0.60052	1	9942	1	-0.19243
"2385"	"GLTSCR2"	4	0.071018	0.12975	0.971391	2385	2	-0.1831	0.785	0.7845	1	13415	0	-0.1831
"2386"	"RBP3"	4	0.071049	0.12978	0.971391	2386	1	0.27941	0.043127	0.096149	0.965581	1777	2	0.27941
"2387"	"NOL12"	4	0.071111	0.12987	0.971391	2387	2	-0.10861	0.39547	0.436	1	6889	1	-0.10861
"2388"	"INSL4"	4	0.071158	0.12993	0.971391	2388	2	-0.1858	0.82247	0.82195	1	14148	0	-0.1858
"2389"	"NOV"	4	0.071189	0.12998	0.971391	2389	2	-0.090176	0.21018	0.3192	1	4912	1	-0.090176
"2390"	"GSTM2"	4	0.071205	0.12999	0.971391	2390	2	-0.18311	0.80371	0.80327	1	13769	0	-0.18311
"2391"	"ARRDC1"	4	0.07121	0.13	0.971391	2391	2	-0.070786	0.48331	0.50048	1	8056	1	-0.070786
"2392"	"TDRD7"	4	0.071267	0.13009	0.971391	2392	2	-0.05823	0.20891	0.31754	1	4885	2	-0.05823
"2393"	"DDRGK1"	4	0.071282	0.1301	0.971391	2393	2	-0.19817	0.096551	0.16869	1	2660	2	-0.19817
"2394"	"PRTG"	4	0.071329	0.13018	0.971391	2394	2	-0.18894	0.95114	0.95104	1	16831	0	-0.18894
"2395"	"ISLR"	4	0.071345	0.1302	0.971391	2395	2	-0.68082	0.35339	0.40727	1	6372	1	-0.68082
"2396"	"C5AR2"	3	0.071432	0.12328	0.967588	2396	2	-0.26523	0.98559	0.98572	1	17630	0	-0.26523
"2397"	"MYO1G"	4	0.07153	0.13046	0.972907	2397	1	0.048927	0.70141	0.70061	1	11824	0	0.048927
"2398"	"TLE2"	4	0.071637	0.13061	0.972907	2398	2	-0.2344	0.94853	0.94843	1	16767	0	-0.2344
"2399"	"PBXIP1"	4	0.071641	0.13062	0.972907	2399	2	-0.22829	0.78333	0.78289	1	13381	0	-0.22829
"2400"	"COMMD5"	4	0.071691	0.13068	0.972907	2400	1	-0.022633	0.8122	0.81176	1	13948	0	-0.022633
"2401"	"CRELD1"	1	0.071831	0.07183	0.888414	2401	1	-0.33228	0.92817	0.92857	1	16307	0	-0.33228
"2402"	"PARP11"	4	0.071851	0.13091	0.973569	2402	2	-0.19404	0.97721	0.97728	1	17409	0	-0.19404
"2403"	"NTHL1"	4	0.07186	0.13092	0.973569	2403	2	-0.12672	0.95828	0.9582	1	16989	0	-0.12672
"2404"	"RHOU"	4	0.071958	0.13106	0.973798	2404	2	-0.23825	0.32419	0.38828	1	6014	1	-0.23825
"2405"	"NAA60"	4	0.07197	0.13108	0.973798	2405	2	-0.33892	0.99204	0.99216	1	17758	0	-0.33892
"2406"	"C15orf39"	4	0.072001	0.13112	0.973798	2406	2	-0.12943	0.29047	0.36723	1	5668	1	-0.12943
"2407"	"SERPINA10"	4	0.072064	0.13122	0.974154	2407	1	0.48187	0.0049484	0.014902	0.377899	708	3	0.48187
"2408"	"PHF21A"	4	0.072171	0.13137	0.974338	2408	1	0.0096774	0.15567	0.24743	1	3783	1	0.0096774
"2409"	"PALM"	4	0.072283	0.13152	0.974338	2409	2	-0.12098	0.84086	0.84018	1	14507	0	-0.12098
"2410"	"UBAC2"	4	0.07233	0.13159	0.974338	2410	2	-0.090446	0.61585	0.6153	1	10232	1	-0.090446
"2411"	"ZNF335"	4	0.072332	0.13159	0.974338	2411	1	0.047625	0.68111	0.68042	1	11435	0	0.047625
"2412"	"CNOT2"	4	0.072361	0.13163	0.974338	2412	2	-0.18159	0.96936	0.96927	1	17229	0	-0.18159
"2413"	"SPINK5"	4	0.072377	0.13165	0.974338	2413	2	-0.058165	0.35184	0.40622	1	6348	1	-0.058165
"2414"	"AMACR"	4	0.072424	0.13172	0.974338	2414	2	-0.17475	0.94575	0.94562	1	16699	0	-0.17475
"2415"	"TYSND1"	4	0.072487	0.13181	0.974338	2415	2	-0.22139	0.81779	0.8173	1	14061	0	-0.22139
"2416"	"CDA"	4	0.072492	0.13182	0.974338	2416	1	-0.016022	0.65135	0.65068	1	10870	0	-0.016022
"2417"	"IMPG1"	4	0.072534	0.13187	0.974338	2417	2	-0.16518	0.85784	0.8574	1	14851	0	-0.16518
"2418"	"DSCR3"	4	0.072545	0.13189	0.974338	2418	1	0.24002	0.049045	0.10405	0.991889	1870	2	0.24002
"2419"	"PITPNC1"	4	0.072753	0.1322	0.975104	2419	2	-0.15791	0.93508	0.93486	1	16448	0	-0.15791
"2420"	"PSMD3"	4	0.072759	0.13221	0.975104	2420	1	0.081922	0.546	0.55133	1	9033	1	0.081922
"2421"	"PSMD4"	4	0.072812	0.13228	0.975104	2421	2	-0.081977	0.90409	0.90374	1	15806	0	-0.081977
"2422"	"SAMD4B"	4	0.072864	0.13235	0.975104	2422	2	-0.14872	0.84913	0.84854	1	14676	0	-0.14872
"2423"	"PLEKHF1"	4	0.072865	0.13235	0.975104	2423	1	-0.024843	0.78516	0.78469	1	13417	0	-0.024843
"2424"	"SNED1"	4	0.072911	0.13242	0.975104	2424	2	-0.23309	0.98801	0.9881	1	17680	0	-0.23309
"2425"	"UGT3A2"	4	0.072919	0.13243	0.975104	2425	1	-0.046607	0.92605	0.92583	1	16257	0	-0.046607
"2426"	"LAMTOR2"	4	0.072972	0.1325	0.975243	2426	2	-0.051033	0.14084	0.2278	1	3481	1	-0.051033
"2427"	"LCT"	2	0.073066	0.09999	0.933866	2427	1	-0.19915	0.37255	0.3727	1	6599	1	-0.19915
"2428"	"IGHMBP2"	4	0.0731	0.13267	0.975507	2428	2	-0.18245	0.49735	0.51142	1	8258	1	-0.18245
"2429"	"LCAT"	4	0.073132	0.13272	0.975507	2429	1	-0.19304	0.984	0.98406	1	17588	0	-0.19304
"2430"	"ZBTB40"	4	0.073147	0.13275	0.975507	2430	2	-0.18068	0.90188	0.90147	1	15756	0	-0.18068
"2431"	"PAX5"	4	0.073178	0.13278	0.975507	2431	2	-0.35484	0.14678	0.23572	1	3598	1	-0.35484
"2432"	"CLSTN3"	4	0.073194	0.13281	0.975507	2432	2	-0.20679	0.85522	0.8547	1	14800	0	-0.20679
"2433"	"COMT"	4	0.073346	0.13302	0.976148	2433	1	-0.0050083	0.051273	0.10717	1	1899	1	-0.0050083
"2434"	"WDR6"	4	0.073399	0.13309	0.976148	2434	2	-0.19401	0.66116	0.66045	1	11060	0	-0.19401
"2435"	"ZNF519"	4	0.073399	0.13309	0.976148	2435	1	0.016294	0.66578	0.66514	1	11148	0	0.016294
"2436"	"LRRC63"	4	0.073415	0.13311	0.976148	2436	2	-0.12275	0.84274	0.84212	1	14546	0	-0.12275
"2437"	"ST7L"	4	0.073453	0.13316	0.976148	2437	1	0.11988	0.5719	0.57406	1	9457	1	0.11988
"2438"	"NAP1L6"	4	0.073557	0.1333	0.976376	2438	2	-0.18123	0.70123	0.70043	1	11819	0	-0.18123
"2439"	"MAMSTR"	4	0.073559	0.1333	0.976376	2439	1	-0.074837	0.85526	0.85473	1	14801	0	-0.074837
"2440"	"FAM162A"	4	0.073666	0.13345	0.976668	2440	1	-0.081216	0.88946	0.88903	1	15493	0	-0.081216
"2441"	"TAC4"	4	0.073667	0.13345	0.976668	2441	2	-0.21465	0.3475	0.40335	1	6291	1	-0.21465
"2442"	"TCEAL1"	4	0.073719	0.13353	0.976858	2442	1	-0.15258	0.27971	0.36066	1	5555	1	-0.15258
"2443"	"GOLPH3"	4	0.073793	0.13364	0.977066	2443	2	-0.24689	0.91709	0.91689	1	16060	0	-0.24689
"2444"	"DDX60L"	4	0.073873	0.13376	0.977066	2444	2	-0.20341	0.79269	0.79228	1	13550	0	-0.20341
"2445"	"MAP10"	4	0.073888	0.13379	0.977066	2445	2	-0.18179	0.85781	0.85736	1	14850	0	-0.18179
"2446"	"ZNF768"	4	0.073983	0.13391	0.977066	2446	2	-0.19844	0.89576	0.8954	1	15627	0	-0.19844
"2447"	"CDK11A"	4	0.074015	0.13396	0.977066	2447	2	-0.29241	0.15786	0.25033	1	3827	1	-0.29241
"2448"	"BBS1"	4	0.074039	0.13399	0.977066	2448	2	-0.13644	0.94336	0.94321	1	16641	0	-0.13644
"2449"	"LDHC"	4	0.074094	0.13406	0.977066	2449	2	-0.15431	0.60014	0.60026	1	9938	1	-0.15431
"2450"	"BRCC3"	4	0.07411	0.13409	0.977066	2450	2	-0.11148	0.54491	0.55039	1	9016	1	-0.11148
"2451"	"DDX39A"	4	0.074146	0.13414	0.977066	2451	1	0.12319	0.06085	0.12031	1	2060	2	0.12319
"2452"	"C2orf71"	1	0.074162	0.074164	0.891211	2452	1	-0.37971	0.92584	0.92633	1	16253	0	-0.37971
"2453"	"RTEL1"	4	0.074221	0.13424	0.977066	2453	2	-0.17047	0.56827	0.57081	1	9399	1	-0.17047
"2454"	"TREH"	4	0.074252	0.13427	0.977066	2454	2	-0.31886	0.95858	0.9585	1	16996	0	-0.31886
"2455"	"ARRDC4"	4	0.074306	0.13436	0.977066	2455	1	-0.14253	0.48917	0.50503	1	8141	1	-0.14253
"2456"	"ZNF688"	4	0.074347	0.13442	0.977066	2456	2	-0.15731	0.15423	0.24554	1	3754	1	-0.15731
"2457"	"TMEM150A"	4	0.074359	0.13443	0.977066	2457	1	0.12181	0.19652	0.3013	1	4628	2	0.12181
"2458"	"DPH1"	4	0.074363	0.13444	0.977066	2458	2	-0.13146	0.95977	0.95965	1	17028	0	-0.13146
"2459"	"KCTD1"	4	0.074427	0.13451	0.977066	2459	2	0.2244	0.0061053	0.017775	0.424405	750	2	0.2244
